76,MARY,SMITH,2.99,2005-05-25 11:30:37,Mike,1
573,MARY,SMITH,0.99,2005-05-28 10:35:23,Mike,2
1185,MARY,SMITH,5.99,2005-06-15 00:54:12,Mike,3
1725,MARY,SMITH,4.99,2005-06-16 15:18:57,Mike,6
2308,MARY,SMITH,4.99,2005-06-18 08:41:48,Mike,7
3284,MARY,SMITH,3.99,2005-06-21 06:24:45,Mike,9
4611,MARY,SMITH,5.99,2005-07-08 07:33:56,Mike,11
5244,MARY,SMITH,4.99,2005-07-09 13:24:07,Mike,12
5326,MARY,SMITH,4.99,2005-07-09 16:38:01,Mike,13
6163,MARY,SMITH,7.99,2005-07-11 10:13:46,Mike,14
7841,MARY,SMITH,4.99,2005-07-28 09:04:45,Mike,16
8074,MARY,SMITH,0.99,2005-07-28 17:33:39,Mike,18
11367,MARY,SMITH,0.99,2005-08-02 18:01:38,Mike,24
12250,MARY,SMITH,0.99,2005-08-18 03:57:29,Mike,26
14762,MARY,SMITH,0.99,2005-08-21 23:33:57,Mike,29
14825,MARY,SMITH,1.99,2005-08-22 01:27:57,Mike,30
15315,MARY,SMITH,5.99,2005-08-22 20:03:46,Mike,32
320,PATRICIA,JOHNSON,4.99,2005-05-27 00:09:24,Mike,33
2128,PATRICIA,JOHNSON,2.99,2005-06-17 20:54:58,Mike,34
5636,PATRICIA,JOHNSON,2.99,2005-07-10 06:31:24,Mike,35
5755,PATRICIA,JOHNSON,6.99,2005-07-10 12:38:56,Mike,36
7376,PATRICIA,JOHNSON,5.99,2005-07-27 15:23:02,Mike,38
8598,PATRICIA,JOHNSON,2.99,2005-07-29 12:56:59,Mike,41
9031,PATRICIA,JOHNSON,4.99,2005-07-30 06:06:10,Mike,43
10136,PATRICIA,JOHNSON,2.99,2005-07-31 21:58:56,Mike,48
10466,PATRICIA,JOHNSON,0.99,2005-08-01 09:45:26,Mike,49
10918,PATRICIA,JOHNSON,0.99,2005-08-02 02:10:56,Mike,50
11087,PATRICIA,JOHNSON,5.99,2005-08-02 07:41:41,Mike,51
11177,PATRICIA,JOHNSON,6.99,2005-08-02 10:43:48,Mike,52
11614,PATRICIA,JOHNSON,2.99,2005-08-17 03:52:18,Mike,54
12963,PATRICIA,JOHNSON,2.99,2005-08-19 06:26:04,Mike,55
14475,PATRICIA,JOHNSON,4.99,2005-08-21 13:24:32,Mike,56
435,LINDA,WILLIAMS,1.99,2005-05-27 17:17:09,Mike,60
830,LINDA,WILLIAMS,2.99,2005-05-29 22:43:55,Mike,61
1546,LINDA,WILLIAMS,8.99,2005-06-16 01:34:05,Mike,62
1726,LINDA,WILLIAMS,6.99,2005-06-16 15:19:10,Mike,63
2628,LINDA,WILLIAMS,2.99,2005-06-19 08:34:53,Mike,65
4180,LINDA,WILLIAMS,4.99,2005-07-07 10:23:25,Mike,66
4725,LINDA,WILLIAMS,4.99,2005-07-08 12:47:11,Mike,67
7096,LINDA,WILLIAMS,5.99,2005-07-27 04:54:42,Mike,68
7911,LINDA,WILLIAMS,4.99,2005-07-28 11:46:45,Mike,72
8545,LINDA,WILLIAMS,2.99,2005-07-29 11:07:04,Mike,74
9226,LINDA,WILLIAMS,1.99,2005-07-30 13:31:20,Mike,75
9595,LINDA,WILLIAMS,2.99,2005-07-31 03:27:58,Mike,77
13403,LINDA,WILLIAMS,8.99,2005-08-19 22:18:07,Mike,81
15619,LINDA,WILLIAMS,2.99,2005-08-23 07:10:14,Mike,85
1297,BARBARA,JONES,4.99,2005-06-15 09:31:28,Mike,86
1633,BARBARA,JONES,0.99,2005-06-16 08:08:40,Mike,87
2642,BARBARA,JONES,5.99,2005-06-19 09:39:01,Mike,91
7660,BARBARA,JONES,2.99,2005-07-28 02:10:10,Mike,92
8741,BARBARA,JONES,3.99,2005-07-29 18:44:57,Mike,94
9100,BARBARA,JONES,5.99,2005-07-30 08:46:09,Mike,95
9371,BARBARA,JONES,5.99,2005-07-30 18:58:00,Mike,96
11110,BARBARA,JONES,2.99,2005-08-02 08:20:31,Mike,98
12151,BARBARA,JONES,2.99,2005-08-18 00:14:03,Mike,100
13704,BARBARA,JONES,2.99,2005-08-20 09:32:04,Mike,103
13807,BARBARA,JONES,6.99,2005-08-20 12:55:40,Mike,104
15147,BARBARA,JONES,2.99,2005-08-22 13:58:23,Mike,106
731,ELIZABETH,BROWN,0.99,2005-05-29 07:25:16,Mike,108
1085,ELIZABETH,BROWN,6.99,2005-05-31 11:15:43,Mike,109
1142,ELIZABETH,BROWN,1.99,2005-05-31 19:46:38,Mike,110
1502,ELIZABETH,BROWN,3.99,2005-06-15 22:03:14,Mike,111
5016,ELIZABETH,BROWN,4.99,2005-07-09 01:57:57,Mike,118
6042,ELIZABETH,BROWN,8.99,2005-07-11 03:17:04,Mike,122
6663,ELIZABETH,BROWN,3.99,2005-07-12 11:27:35,Mike,123
8263,ELIZABETH,BROWN,2.99,2005-07-29 01:11:23,Mike,128
8978,ELIZABETH,BROWN,1.99,2005-07-30 04:14:28,Mike,129
9493,ELIZABETH,BROWN,4.99,2005-07-30 23:52:30,Mike,130
9888,ELIZABETH,BROWN,3.99,2005-07-31 14:00:53,Mike,131
10625,ELIZABETH,BROWN,0.99,2005-08-01 15:27:10,Mike,133
11179,ELIZABETH,BROWN,4.99,2005-08-02 10:50:06,Mike,135
12145,ELIZABETH,BROWN,9.99,2005-08-18 00:10:04,Mike,137
12797,ELIZABETH,BROWN,2.99,2005-08-19 00:24:08,Mike,138
13063,ELIZABETH,BROWN,1.99,2005-08-19 09:45:41,Mike,139
14430,ELIZABETH,BROWN,6.99,2005-08-21 11:31:11,Mike,142
577,JENNIFER,DAVIS,2.99,2005-05-28 11:09:14,Mike,147
1575,JENNIFER,DAVIS,3.99,2005-06-16 03:41:38,Mike,149
1966,JENNIFER,DAVIS,0.99,2005-06-17 09:19:45,Mike,151
2345,JENNIFER,DAVIS,0.99,2005-06-18 12:03:23,Mike,152
5553,JENNIFER,DAVIS,0.99,2005-07-10 03:03:35,Mike,155
6248,JENNIFER,DAVIS,7.99,2005-07-11 15:01:54,Mike,157
8101,JENNIFER,DAVIS,0.99,2005-07-28 18:47:23,Mike,161
10271,JENNIFER,DAVIS,2.99,2005-08-01 03:13:39,Mike,162
11023,JENNIFER,DAVIS,2.99,2005-08-02 05:36:38,Mike,163
11398,JENNIFER,DAVIS,3.99,2005-08-02 18:55:15,Mike,164
11591,JENNIFER,DAVIS,6.99,2005-08-17 02:29:41,Mike,165
11727,JENNIFER,DAVIS,0.99,2005-08-17 08:12:20,Mike,166
11853,JENNIFER,DAVIS,0.99,2005-08-17 13:39:32,Mike,167
14329,JENNIFER,DAVIS,7.99,2005-08-21 08:22:56,Mike,170
14377,JENNIFER,DAVIS,4.99,2005-08-21 09:49:28,Mike,171
15509,JENNIFER,DAVIS,5.99,2005-08-23 02:51:24,Mike,172
975,MARIA,MILLER,4.99,2005-05-30 21:07:15,Mike,177
1063,MARIA,MILLER,5.99,2005-05-31 08:44:29,Mike,178
2250,MARIA,MILLER,2.99,2005-06-18 05:03:36,Mike,180
2709,MARIA,MILLER,0.99,2005-06-19 14:00:26,Mike,181
2888,MARIA,MILLER,4.99,2005-06-20 01:50:56,Mike,182
3007,MARIA,MILLER,0.99,2005-06-20 10:11:53,Mike,183
4856,MARIA,MILLER,4.99,2005-07-08 18:47:38,Mike,187
5441,MARIA,MILLER,8.99,2005-07-09 21:52:05,Mike,188
5921,MARIA,MILLER,7.99,2005-07-10 21:35:12,Mike,189
6174,MARIA,MILLER,1.99,2005-07-11 10:36:28,Mike,190
6295,MARIA,MILLER,2.99,2005-07-11 17:30:58,Mike,191
10423,MARIA,MILLER,5.99,2005-08-01 08:19:53,Mike,196
10514,MARIA,MILLER,4.99,2005-08-01 11:39:26,Mike,197
12367,MARIA,MILLER,8.99,2005-08-18 07:57:14,Mike,201
12730,MARIA,MILLER,2.99,2005-08-18 21:55:01,Mike,202
13476,MARIA,MILLER,2.99,2005-08-20 01:06:04,Mike,204
13594,MARIA,MILLER,0.99,2005-08-20 05:53:31,Mike,205
14222,MARIA,MILLER,5.99,2005-08-21 04:49:48,Mike,206
2095,SUSAN,WILSON,5.99,2005-06-17 18:21:35,Mike,209
3475,SUSAN,WILSON,5.99,2005-07-05 23:01:21,Mike,211
4003,SUSAN,WILSON,0.99,2005-07-07 00:09:02,Mike,212
4503,SUSAN,WILSON,3.99,2005-07-08 02:17:12,Mike,215
5300,SUSAN,WILSON,2.99,2005-07-09 15:40:46,Mike,216
6375,SUSAN,WILSON,4.99,2005-07-11 21:39:46,Mike,218
6647,SUSAN,WILSON,0.99,2005-07-12 10:43:53,Mike,219
8809,SUSAN,WILSON,1.99,2005-07-29 21:42:49,Mike,220
11232,SUSAN,WILSON,9.99,2005-08-02 13:04:12,Mike,224
12613,SUSAN,WILSON,2.99,2005-08-18 17:16:01,Mike,226
14114,SUSAN,WILSON,0.99,2005-08-21 01:07:11,Mike,227
15374,SUSAN,WILSON,7.99,2005-08-22 22:09:09,Mike,228
15764,SUSAN,WILSON,2.99,2005-08-23 13:05:10,Mike,229
15805,SUSAN,WILSON,4.99,2005-08-23 14:31:19,Mike,230
4454,MARGARET,MOORE,2.99,2005-07-07 23:37:00,Mike,236
4796,MARGARET,MOORE,1.99,2005-07-08 16:35:44,Mike,238
5659,MARGARET,MOORE,2.99,2005-07-10 07:45:40,Mike,239
6165,MARGARET,MOORE,5.99,2005-07-11 10:17:29,Mike,241
7801,MARGARET,MOORE,2.99,2005-07-28 07:51:56,Mike,243
9043,MARGARET,MOORE,4.99,2005-07-30 06:34:07,Mike,244
10451,MARGARET,MOORE,0.99,2005-08-01 09:11:25,Mike,245
10454,MARGARET,MOORE,4.99,2005-08-01 09:14:00,Mike,246
11556,MARGARET,MOORE,0.99,2005-08-17 01:11:53,Mike,248
12228,MARGARET,MOORE,2.99,2005-08-18 03:08:10,Mike,249
12309,MARGARET,MOORE,2.99,2005-08-18 05:58:40,Mike,250
15813,MARGARET,MOORE,4.99,2006-02-14 15:16:03,Mike,253
1801,DOROTHY,TAYLOR,4.99,2005-06-16 20:21:53,Mike,255
1995,DOROTHY,TAYLOR,4.99,2005-06-17 11:11:14,Mike,256
2814,DOROTHY,TAYLOR,0.99,2005-06-19 20:01:59,Mike,258
2865,DOROTHY,TAYLOR,0.99,2005-06-20 00:00:55,Mike,259
4255,DOROTHY,TAYLOR,1.99,2005-07-07 14:14:13,Mike,262
5038,DOROTHY,TAYLOR,7.99,2005-07-09 03:12:52,Mike,263
5444,DOROTHY,TAYLOR,0.99,2005-07-09 21:58:57,Mike,265
5905,DOROTHY,TAYLOR,2.99,2005-07-10 20:41:09,Mike,266
7738,DOROTHY,TAYLOR,2.99,2005-07-28 05:21:42,Mike,267
9935,DOROTHY,TAYLOR,4.99,2005-07-31 15:27:07,Mike,270
11405,DOROTHY,TAYLOR,0.99,2005-08-02 19:13:39,Mike,273
15370,DOROTHY,TAYLOR,5.99,2005-08-22 21:59:29,Mike,278
987,LISA,ANDERSON,6.99,2005-05-30 22:59:12,Mike,279
1470,LISA,ANDERSON,6.99,2005-06-15 20:53:07,Mike,280
1939,LISA,ANDERSON,7.99,2005-06-17 07:26:45,Mike,281
3192,LISA,ANDERSON,0.99,2005-06-20 23:49:12,Mike,282
4943,LISA,ANDERSON,4.99,2005-07-08 22:43:05,Mike,284
7314,LISA,ANDERSON,4.99,2005-07-27 13:13:32,Mike,287
8014,LISA,ANDERSON,4.99,2005-07-28 15:32:07,Mike,288
8715,LISA,ANDERSON,0.99,2005-07-29 17:33:45,Mike,291
8950,LISA,ANDERSON,9.99,2005-07-30 03:17:13,Mike,292
10812,LISA,ANDERSON,4.99,2005-08-01 22:41:16,Mike,294
13790,LISA,ANDERSON,4.99,2005-08-20 12:17:27,Mike,299
15120,LISA,ANDERSON,0.99,2005-08-22 12:42:47,Mike,300
11646,LISA,ANDERSON,0.99,2006-02-14 15:16:03,Mike,302
988,NANCY,THOMAS,4.99,2005-05-30 23:08:03,Mike,303
1084,NANCY,THOMAS,4.99,2005-05-31 11:10:17,Mike,304
3411,NANCY,THOMAS,0.99,2005-06-21 16:31:27,Mike,310
3870,NANCY,THOMAS,3.99,2005-07-06 17:57:54,Mike,311
5071,NANCY,THOMAS,0.99,2005-07-09 05:00:39,Mike,312
5074,NANCY,THOMAS,0.99,2005-07-09 05:06:24,Mike,313
6773,NANCY,THOMAS,2.99,2005-07-12 15:55:39,Mike,316
9627,NANCY,THOMAS,5.99,2005-07-31 04:42:46,Mike,322
12604,NANCY,THOMAS,4.99,2005-08-18 16:58:48,Mike,326
15993,NANCY,THOMAS,0.99,2005-08-23 20:28:44,Mike,330
1933,KAREN,JACKSON,2.99,2005-06-17 06:54:42,Mike,331
2209,KAREN,JACKSON,4.99,2005-06-18 02:24:01,Mike,332
2952,KAREN,JACKSON,2.99,2005-06-20 06:26:57,Mike,333
